doi,article_id,article_type,publication_date,oa_is_oa,oa_status,oa_fulltext
10.1126/science.adi7378,hW4376617807,dataset,2023-05-15,FALSE,closed,FALSE
10.1126/science.adi7385,hW4376618212,dataset,2023-05-15,FALSE,closed,FALSE
10.1126/science.adi7665,hW4376636638,dataset,2023-05-16,FALSE,closed,FALSE
10.1126/science.adi7664,hW4376637320,dataset,2023-05-16,FALSE,closed,FALSE
10.1126/science.adi7644,hW4376637455,dataset,2023-05-16,FALSE,closed,FALSE
10.1126/science.adi7886,hW4376867702,dataset,2023-05-17,TRUE,green,TRUE
10.1126/science.adi7898,hW4376867836,dataset,2023-05-17,FALSE,closed,FALSE
10.1126/science.adi7904,hW4376867869,dataset,2023-05-17,FALSE,closed,FALSE
10.1126/science.adi7853,hW4376873186,dataset,2023-05-17,FALSE,closed,FALSE
10.1126/science.adi7836,hW4376873396,dataset,2023-05-17,FALSE,closed,FALSE
10.1126/science.adi8101,hW4377013032,dataset,2023-05-18,FALSE,closed,FALSE
10.1126/science.adi7659,hW4377013818,article,2023-05-18,FALSE,closed,FALSE
10.1126/science.adh5157,hW4377013822,letter,2023-05-18,FALSE,closed,FALSE
10.1126/science.adf8933,hW4377013861,article,2023-05-18,FALSE,closed,FALSE
10.1126/science.adi7436,hW4377013877,dataset,2023-05-18,FALSE,closed,FALSE
10.1126/science.adi7431,hW4377013886,article,2023-05-18,TRUE,hybrid,FALSE
10.1126/science.adi7864,hW4377013902,dataset,2023-05-18,FALSE,closed,FALSE
10.1126/science.adi7652,hW4377013910,article,2023-05-18,FALSE,closed,FALSE
10.1126/science.adi7882,hW4377013945,dataset,2023-05-18,FALSE,closed,FALSE
10.1126/science.adi7655,hW4377013957,article,2023-05-18,FALSE,closed,FALSE
10.1126/science.adh1463,hW4377013976,article,2023-05-18,TRUE,bronze,TRUE
10.1126/science.adi7430,hW4377014028,article,2023-05-18,TRUE,bronze,FALSE
10.1126/science.adi8246,hW4377087242,dataset,2023-05-19,TRUE,green,TRUE
10.1126/science.adi8585,hW4377224992,dataset,2023-05-22,FALSE,closed,FALSE
10.1126/science.adi8526,hW4377245582,dataset,2023-05-22,FALSE,closed,FALSE
10.1126/science.adi8789,hW4377691885,dataset,2023-05-23,FALSE,closed,FALSE
10.1126/science.adi8782,hW4377693022,dataset,2023-05-23,FALSE,closed,FALSE
10.1126/science.adi8800,hW4377694303,dataset,2023-05-23,FALSE,closed,FALSE
10.1126/science.adi9015,hW4377966706,dataset,2023-05-24,FALSE,closed,FALSE
10.1126/science.adi8972,hW4377966781,dataset,2023-05-24,FALSE,closed,FALSE
10.1126/science.caredit.adi9006,hW4377966896,dataset,2023-05-24,FALSE,closed,FALSE
10.1126/science.adi9010,hW4377967248,dataset,2023-05-24,FALSE,closed,FALSE
10.1126/science.adi8983,hW4377967482,dataset,2023-05-24,FALSE,closed,FALSE
10.1126/science.adi8791,hW4378174865,article,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi9217,hW4378190730,dataset,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi8761,hW4378193805,dataset,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi8794,hW4378194671,article,2023-05-25,FALSE,closed,FALSE
10.1126/science.caredit.adi8966,hW4378194692,dataset,2023-05-25,FALSE,closed,FALSE
10.1126/science.adh9238,hW4378194710,article,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi8191,hW4378194765,article,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi8244,hW4378194776,article,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi8564,hW4378194789,article,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi5088,hW4378194842,article,2023-05-25,TRUE,bronze,FALSE
10.1126/science.adi8977,hW4378195068,dataset,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi8795,hW4378195074,article,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi9197,hW4378195094,dataset,2023-05-25,FALSE,closed,FALSE
10.1126/science.adi8592,hW4378211348,dataset,2023-05-25,TRUE,green,TRUE
10.1126/science.adi9385,hW4378363425,dataset,2023-05-26,FALSE,closed,FALSE
10.1126/science.adi9402,hW4378373956,dataset,2023-05-26,TRUE,green,TRUE
10.1126/science.adi9721,hW4378639120,dataset,2023-05-29,FALSE,closed,FALSE
10.1126/science.adj0088,hW4378801996,dataset,2023-05-31,FALSE,closed,FALSE
10.1126/science.adi7361,hW4378976097,article,2023-06-01,FALSE,closed,FALSE
10.1126/science.adi9398,hW4378976211,article,2023-06-01,FALSE,closed,FALSE
10.1126/science.adj0068,hW4378976239,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adf9724,hW4378976292,article,2023-06-01,FALSE,closed,FALSE
10.1126/science.adi9898,hW4378976319,article,2023-06-01,FALSE,closed,FALSE
10.1126/science.caredit.adj0062,hW4378976321,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adi9900,hW4378976334,article,2023-06-01,FALSE,closed,FALSE
10.1126/science.adi9883,hW4378976354,dataset,2023-06-01,TRUE,gold,NA
10.1126/science.adj0263,hW4378976392,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adi9397,hW4378977111,article,2023-06-01,TRUE,bronze,FALSE
10.1126/science.adj0257,hW4378977484,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adi9915,hW4378977508,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adj0279,hW4378978510,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adj0244,hW4379015913,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adj0247,hW4379016283,dataset,2023-06-01,FALSE,closed,FALSE
10.1126/science.adj0412,hW4379114018,dataset,2023-06-02,FALSE,closed,FALSE
10.1126/science.adj0801,hW4379377473,dataset,2023-06-05,FALSE,closed,FALSE
10.1126/science.adj0788,hW4379378107,dataset,2023-06-05,FALSE,closed,FALSE
10.1126/science.adj0428,hW4379389556,dataset,2023-06-05,FALSE,closed,FALSE
10.1126/science.adj1017,hW4379513460,dataset,2023-06-06,FALSE,closed,FALSE
10.1126/science.adj1048,hW4379518507,dataset,2023-06-06,FALSE,closed,FALSE
10.1126/science.adj0979,hW4379520716,dataset,2023-06-06,FALSE,closed,FALSE
10.1126/science.adj1052,hW4379522719,dataset,2023-06-06,FALSE,closed,FALSE
10.1126/science.adj1218,hW4379619323,dataset,2023-06-07,FALSE,closed,FALSE
10.1126/science.caredit.adj1276,hW4379619560,dataset,2023-06-07,FALSE,closed,FALSE
10.1126/science.adj1241,hW4379644871,dataset,2023-06-07,FALSE,closed,FALSE
10.1126/science.adj1217,hW4379653387,dataset,2023-06-07,FALSE,closed,FALSE
10.1126/science.adj1247,hW4379742679,dataset,2023-06-07,FALSE,closed,FALSE
10.1126/science.adj1242,hW4379745470,dataset,2023-06-07,FALSE,closed,FALSE
10.1126/science.adj1029,hW4379780251,article,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1030,hW4379792355,article,2023-06-08,FALSE,closed,FALSE
10.1126/science.adh9236,hW4379792420,article,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj0996,hW4379792457,dataset,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1230,hW4379792824,dataset,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj0816,hW4379792850,article,2023-06-08,TRUE,bronze,FALSE
10.1126/science.adj0815,hW4379793342,article,2023-06-08,FALSE,closed,FALSE
10.1126/science.adi1570,hW4379793837,letter,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1461,hW4379794737,dataset,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1440,hW4379878525,dataset,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1437,hW4379878823,dataset,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj0406,hW4379927736,article,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1264,hW4379927776,dataset,2023-06-08,TRUE,green,TRUE
10.1126/science.adj1026,hW4379928858,article,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1439,hW4379930627,dataset,2023-06-08,FALSE,closed,FALSE
10.1126/science.caredit.adj1224,hW4379931709,dataset,2023-06-08,FALSE,closed,FALSE
10.1126/science.adj1634,hW4379981212,dataset,2023-06-09,FALSE,closed,FALSE
10.1126/science.adi9408,hW4380075523,dataset,2023-05-30,FALSE,closed,FALSE
10.1126/science.adj1638,hW4380078530,dataset,2023-06-09,FALSE,closed,FALSE
10.1126/science.adj1637,hW4380078589,dataset,2023-06-09,FALSE,closed,FALSE
10.1126/science.adj1602,hW4380086976,dataset,2023-06-09,FALSE,closed,FALSE
10.1126/science.adj2019,hW4380302009,dataset,2023-06-12,FALSE,closed,FALSE
10.1126/science.adj1993,hW4380369401,dataset,2023-06-12,FALSE,closed,FALSE
10.1126/science.adj2232,hW4380445925,dataset,2023-06-13,FALSE,closed,FALSE
10.1126/science.adj2195,hW4380446448,dataset,2023-06-13,FALSE,closed,FALSE
10.1126/science.adj2224,hW4380446678,dataset,2023-06-13,FALSE,closed,FALSE
10.1126/science.adj2192,hW4380480354,dataset,2023-06-13,FALSE,closed,FALSE
10.1126/science.adj2463,hW4380568568,dataset,2023-06-14,FALSE,closed,FALSE
10.1126/science.adj2464,hW4380568703,dataset,2023-06-14,FALSE,closed,FALSE
10.1126/science.adj2442,hW4380590950,dataset,2023-06-14,FALSE,closed,FALSE
10.1126/science.adj2412,hW4380739243,dataset,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2633,hW4380739671,dataset,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2623,hW4380740941,dataset,2023-06-15,FALSE,closed,FALSE
10.1126/science.adg9650,hW4380741127,dataset,2023-06-15,FALSE,closed,FALSE
10.1126/science.caredit.adj2399,hW4380741590,dataset,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2393,hW4380763257,dataset,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2003,hW4380769141,article,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2002,hW4380769228,article,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2235,hW4380769239,article,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2239,hW4380769244,article,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2212,hW4380769267,dataset,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj1631,hW4380853096,article,2023-06-15,FALSE,closed,FALSE
10.1126/science.adj2830,hW4380874855,dataset,2023-06-16,FALSE,closed,FALSE
10.1126/science.adj2812,hW4380875469,dataset,2023-06-16,FALSE,closed,FALSE
10.1126/science.adj2817,hW4380875604,dataset,2023-06-16,FALSE,closed,FALSE
10.1126/science.caredit.adj2822,hW4380881171,dataset,2023-06-16,FALSE,closed,FALSE
10.1126/science.adj2826,hW4381046124,dataset,2023-06-17,FALSE,closed,FALSE
10.1126/science.adi9909,hW4381278871,dataset,2023-05-30,FALSE,closed,FALSE
10.1126/science.adi9868,hW4381279892,dataset,2023-05-30,FALSE,closed,FALSE
10.1126/science.adi9914,hW4381280915,dataset,2023-05-30,FALSE,closed,FALSE
10.1126/science.adj3359,hW4381327408,dataset,2023-06-20,FALSE,closed,FALSE
10.1126/science.adj3368,hW4381328658,dataset,2023-06-20,FALSE,closed,FALSE
10.1126/science.adj3365,hW4381329714,dataset,2023-06-20,FALSE,closed,FALSE
10.1126/science.adj3577,hW4381486986,dataset,2023-06-21,FALSE,closed,FALSE
10.1126/science.adj3555,hW4381487029,dataset,2023-06-21,FALSE,closed,FALSE
10.1126/science.adj3530,hW4381488292,dataset,2023-06-21,FALSE,closed,FALSE
10.1126/science.adj3529,hW4381489315,dataset,2023-06-21,FALSE,closed,FALSE
10.1126/science.adj3504,hW4381489437,dataset,2023-06-21,FALSE,closed,FALSE
10.1126/science.add3433,hW4381612801,article,2023-06-22,FALSE,closed,FALSE
10.1126/science.add3434,hW4381612806,article,2023-06-22,TRUE,bronze,FALSE
10.1126/science.adj3375,hW4381612812,article,2023-06-22,TRUE,hybrid,FALSE
10.1126/science.adj3535,hW4381612838,dataset,2023-06-22,FALSE,closed,FALSE
10.1126/science.adj3373,hW4381612971,article,2023-06-22,FALSE,closed,FALSE
10.1126/science.adj0762,hW4381613001,article,2023-06-22,FALSE,closed,FALSE
10.1126/science.adj2635,hW4381613094,article,2023-06-22,FALSE,closed,FALSE
10.1126/science.add3435,hW4381613204,article,2023-06-22,TRUE,bronze,FALSE
10.1126/science.adj3372,hW4381613218,article,2023-06-22,FALSE,closed,FALSE
10.1126/science.adj3311,hW4381613544,dataset,2023-06-22,FALSE,closed,FALSE
10.1126/science.adj3376,hW4381613584,article,2023-06-22,FALSE,closed,FALSE
10.1126/science.caredit.adj3512,hW4381613613,dataset,2023-06-22,FALSE,closed,FALSE
10.1126/science.adj2611,hW4381614038,dataset,2023-06-22,FALSE,closed,FALSE
10.1126/science.adj3865,hW4381736246,dataset,2023-06-23,FALSE,closed,FALSE
10.1126/science.adj3688,hW4381738057,dataset,2023-06-22,TRUE,green,TRUE
10.1126/science.adj4278,hW4382047203,dataset,2023-06-26,FALSE,closed,FALSE
10.1126/science.adj4288,hW4382049110,dataset,2023-06-26,FALSE,closed,FALSE
10.1126/science.adj4447,hW4382203517,dataset,2023-06-27,FALSE,closed,FALSE
10.1126/science.adj4461,hW4382240420,dataset,2023-06-27,FALSE,closed,FALSE
10.1126/science.adj4674,hW4382363194,dataset,2023-06-28,FALSE,closed,FALSE
10.1126/science.adj4724,hW4382363214,dataset,2023-06-28,FALSE,closed,FALSE
10.1126/science.adj4721,hW4382363256,dataset,2023-06-28,FALSE,closed,FALSE
10.1126/science.adj4665,hW4382394933,dataset,2023-06-28,FALSE,closed,FALSE
10.1126/science.adj4663,hW4382396120,dataset,2023-06-28,FALSE,closed,FALSE
10.1126/science.caredit.adj4668,hW4382516974,dataset,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4916,hW4382516975,dataset,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4684,hW4382520300,dataset,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4499,hW4382520309,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4496,hW4382520310,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj3873,hW4382520318,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4277,hW4382520320,dataset,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4222,hW4382520351,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4495,hW4382520412,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4500,hW4382520424,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adg6051,hW4382520442,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4221,hW4382520469,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adi5325,hW4382520471,article,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4885,hW4382537194,dataset,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj4460,hW4382540257,dataset,2023-06-29,FALSE,closed,FALSE
10.1126/science.adj5184,hW4382653014,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5177,hW4382653539,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5183,hW4382653840,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5181,hW4382653958,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5123,hW4382678142,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5116,hW4382678278,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5135,hW4382678428,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5120,hW4382679504,dataset,2023-06-30,FALSE,closed,FALSE
10.1126/science.adj5571,hW4382989050,dataset,2023-07-03,FALSE,closed,FALSE
10.1126/science.adj5574,hW4383066860,dataset,2023-07-04,FALSE,closed,FALSE
10.1126/science.adj5609,hW4383093029,dataset,2023-07-04,FALSE,closed,FALSE
10.1126/science.adj5990,hW4383197684,dataset,2023-07-05,FALSE,closed,FALSE
10.1126/science.adj5971,hW4383198141,dataset,2023-07-05,FALSE,closed,FALSE
10.1126/science.adj5935,hW4383217972,dataset,2023-07-05,FALSE,closed,FALSE
10.1126/science.adj6184,hW4383312935,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj6172,hW4383313625,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adi8737,hW4383313667,letter,2023-07-06,TRUE,bronze,FALSE
10.1126/science.adj5608,hW4383313682,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5600,hW4383313711,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj6134,hW4383313730,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5952,hW4383313807,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.caredit.adj5916,hW4383313813,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5603,hW4383313855,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5605,hW4383313905,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5174,hW4383313910,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adi6664,hW4383313945,article,2023-07-06,TRUE,green,TRUE
10.1126/science.adj5176,hW4383313978,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5604,hW4383313982,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adi4084,hW4383313996,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5173,hW4383314014,article,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj6143,hW4383341665,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5955,hW4383370154,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj5610,hW4383371239,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj6145,hW4383371606,dataset,2023-07-06,FALSE,closed,FALSE
10.1126/science.adj6374,hW4383533163,dataset,2023-07-07,FALSE,closed,FALSE
10.1126/science.adj6386,hW4383558851,dataset,2023-07-07,FALSE,closed,FALSE
10.1126/science.adj6391,hW4383612713,dataset,2023-07-07,FALSE,closed,FALSE
10.1126/science.adj6799,hW4383748143,dataset,2023-07-10,FALSE,closed,FALSE
10.1126/science.adj6757,hW4383815292,dataset,2023-07-10,FALSE,closed,FALSE
10.1126/science.adj7005,hW4383874186,dataset,2023-07-11,FALSE,closed,FALSE
10.1126/science.adj6978,hW4383874297,dataset,2023-07-11,FALSE,closed,FALSE
10.1126/science.adj6973,hW4383875629,dataset,2023-07-11,FALSE,closed,FALSE
10.1126/science.adj7031,hW4383894808,dataset,2023-07-11,FALSE,closed,FALSE
10.1126/science.adj7039,hW4383894970,dataset,2023-07-11,FALSE,closed,FALSE
10.1126/science.adj6967,hW4383903799,dataset,2023-07-11,FALSE,closed,FALSE
10.1126/science.adj4235,hW4383988710,dataset,2023-06-26,FALSE,closed,FALSE
10.1126/science.adj7240,hW4384008337,dataset,2023-07-12,TRUE,green,TRUE
10.1126/science.adj7234,hW4384023956,dataset,2023-07-12,FALSE,closed,FALSE
10.1126/science.adj7226,hW4384024282,dataset,2023-07-12,FALSE,closed,FALSE
10.1126/science.adj7254,hW4384024365,dataset,2023-07-12,FALSE,closed,FALSE
10.1126/science.adj7205,hW4384029050,dataset,2023-07-12,FALSE,closed,FALSE
10.1126/science.adj7214,hW4384072187,dataset,2023-07-12,FALSE,closed,FALSE
10.1126/science.adj7241,hW4384108452,dataset,2023-07-12,FALSE,closed,FALSE
10.1126/science.adi7867,hW4384129377,letter,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj2815,hW4384154900,article,2023-07-13,TRUE,bronze,FALSE
10.1126/science.adj7019,hW4384154901,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.caredit.adj7219,hW4384154910,dataset,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj7461,hW4384154914,dataset,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj7022,hW4384154921,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj3681,hW4384154930,letter,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj7018,hW4384154932,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj7228,hW4384155040,dataset,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj6413,hW4384155129,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj6794,hW4384155277,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj6414,hW4384155303,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.adi5581,hW4384155320,article,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj7432,hW4384199670,dataset,2023-07-13,FALSE,closed,FALSE
10.1126/science.adj7671,hW4384283078,dataset,2023-07-14,FALSE,closed,FALSE
10.1126/science.adj7663,hW4384296790,dataset,2023-07-14,FALSE,closed,FALSE
10.1126/science.adj7622,hW4384338112,dataset,2023-07-14,FALSE,closed,FALSE
10.1126/science.adj8107,hW4384500032,dataset,2023-07-17,FALSE,closed,FALSE
10.1126/science.adj8073,hW4384500132,dataset,2023-07-17,FALSE,closed,FALSE
10.1126/science.adj8021,hW4384500270,dataset,2023-07-17,FALSE,closed,FALSE
10.1126/science.adj8024,hW4384561167,dataset,2023-07-17,FALSE,closed,FALSE
10.1126/science.adj8333,hW4384666842,dataset,2023-07-18,FALSE,closed,FALSE
10.1126/science.adj8313,hW4384695946,dataset,2023-07-18,FALSE,closed,FALSE
10.1126/science.adj8259,hW4384697472,dataset,2023-07-18,FALSE,closed,FALSE
10.1126/science.adj8566,hW4384817855,dataset,2023-07-19,FALSE,closed,FALSE
10.1126/science.caredit.adj8564,hW4384818017,dataset,2023-07-19,FALSE,closed,FALSE
10.1126/science.adj8496,hW4384826590,dataset,2023-07-19,FALSE,closed,FALSE
10.1126/science.adj8511,hW4384826773,dataset,2023-07-19,FALSE,closed,FALSE
10.1126/science.adj8341,hW4384827042,dataset,2023-07-19,FALSE,closed,FALSE
10.1126/science.adj8337,hW4384828961,dataset,2023-07-19,FALSE,closed,FALSE
10.1126/science.adj8536,hW4384829944,dataset,2023-07-19,FALSE,closed,FALSE
10.1126/science.adj8307,hW4384922385,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8086,hW4384922593,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adi4137,hW4384923398,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8306,hW4384924108,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8308,hW4384924209,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adi4682,hW4384925362,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj7670,hW4384925406,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8303,hW4384926407,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8500,hW4384927824,dataset,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8733,hW4384927860,dataset,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8087,hW4384928099,article,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj7646,hW4384933012,dataset,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8725,hW4384934236,dataset,2023-07-20,FALSE,closed,FALSE
10.1126/science.caredit.adj8501,hW4384934720,dataset,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8756,hW4384935141,dataset,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8738,hW4384935588,dataset,2023-07-20,FALSE,closed,FALSE
10.1126/science.adj8938,hW4384943934,dataset,2023-07-21,FALSE,closed,FALSE
10.1126/science.adj8940,hW4384944315,dataset,2023-07-21,FALSE,closed,FALSE
10.1126/science.adj8915,hW4385067712,dataset,2023-07-21,FALSE,closed,FALSE
10.1126/science.adj8922,hW4385123658,dataset,2023-07-21,FALSE,closed,FALSE
10.1126/science.adj9327,hW4385189147,dataset,2023-07-24,FALSE,closed,FALSE
10.1126/science.adj9320,hW4385190568,dataset,2023-07-24,TRUE,green,TRUE
10.1126/science.adj9290,hW4385197699,dataset,2023-07-24,FALSE,closed,FALSE
10.1126/science.adj9279,hW4385197948,dataset,2023-07-24,FALSE,closed,FALSE
10.1126/science.adj9513,hW4385227360,dataset,2023-07-25,FALSE,closed,FALSE
10.1126/science.adj9545,hW4385235236,dataset,2023-07-25,FALSE,closed,FALSE
10.1126/science.adj9542,hW4385253422,dataset,2023-07-25,FALSE,closed,FALSE
10.1126/science.adj9527,hW4385262323,dataset,2023-07-26,FALSE,closed,FALSE
10.1126/science.adj9773,hW4385269189,dataset,2023-07-26,FALSE,closed,FALSE
10.1126/science.adj9771,hW4385269796,dataset,2023-07-26,FALSE,closed,FALSE
10.1126/science.adj9787,hW4385282739,dataset,2023-07-26,FALSE,closed,FALSE
10.1126/science.adj9979,hW4385296958,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.add3467,hW4385298363,letter,2023-07-27,FALSE,closed,FALSE
10.1126/science.add3468,hW4385298398,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9993,hW4385298493,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.adi9396,hW4385298502,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.add3469,hW4385298550,article,2023-07-27,TRUE,bronze,FALSE
10.1126/science.caredit.adj9524,hW4385298557,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.add3471,hW4385298599,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9951,hW4385298617,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9519,hW4385298628,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9567,hW4385298632,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.add3470,hW4385298639,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj7468,hW4385298660,erratum,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj5061,hW4385298678,article,2023-07-27,TRUE,bronze,FALSE
10.1126/science.adj6160,hW4385298709,article,2023-07-27,TRUE,bronze,FALSE
10.1126/science.adi9346,hW4385298710,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9565,hW4385298716,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9564,hW4385298722,article,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9782,hW4385298776,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.adk0021,hW4385301665,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.adj9509,hW4385304561,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.adk0187,hW4385332990,dataset,2023-07-28,FALSE,closed,FALSE
10.1126/science.adk0170,hW4385334479,dataset,2023-07-28,FALSE,closed,FALSE
10.1126/science.adk0174,hW4385334501,dataset,2023-07-28,FALSE,closed,FALSE
10.1126/science.adk0158,hW4385341011,dataset,2023-07-28,FALSE,closed,FALSE
10.1126/science.adk0017,hW4385341173,dataset,2023-07-28,FALSE,closed,FALSE
10.1126/science.adk0145,hW4385341254,dataset,2023-07-28,FALSE,closed,FALSE
10.1126/science.adk0023,hW4385342245,dataset,2023-07-28,FALSE,closed,FALSE
10.1126/science.adj9962,hW4385359278,dataset,2023-07-27,FALSE,closed,FALSE
10.1126/science.adk0585,hW4385409509,dataset,2023-07-31,FALSE,closed,FALSE
10.1126/science.adk0608,hW4385411079,dataset,2023-07-31,FALSE,closed,FALSE
10.1126/science.adk0565,hW4385411318,dataset,2023-07-31,FALSE,closed,FALSE
10.1126/science.adk0542,hW4385428333,dataset,2023-07-31,FALSE,closed,FALSE
10.1126/science.adk0838,hW4385443289,dataset,2023-08-01,FALSE,closed,FALSE
10.1126/science.adk0814,hW4385443563,dataset,2023-08-01,FALSE,closed,FALSE
